Planning_Item_ID,Hierarchy_Definition_ID,Hierarchy_Definition_Node_ID,Planning_Item_Number,Planning_Item_Name,Planning_Item_Description,Planning_Item_Type,Planning_Level_Type,Planning_Level_Number,Task_Phase,Planning_Item_Owner_User_Name,Planning_Item_Path,Plan_Start_Date,Currency_cd,Task_Cost,Task_Status,Team_Size,Planning_Item_Parent_Name,Level_1_Planning_Item_Name,Level_2_Planning_Item_Name,Level_3_Planning_Item_Name,Level_4_Planning_Item_Name,Total_Budget,Available_Budget,Allocated_Budget_Currency,Reserved_Budget,Rolledup_Budget,Total_Expenses,Total_Committed,Total_Invoiced,Planning_Item_Created_By_User_Name,Planning_Item_Last_Modified_By_User_Name,Planning_Item_Last_Modified__Datetime,Load_Datetime
74e81aeab-4931-4a11-88e6-04765df17a52,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4292-2020,Level_04-#!_952,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,26-01-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_952,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
75030acf2-302d-4d30-b35b-23c7fa4fe04c,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,l4-parent-p-lvl-np-sp,l4-parent-p-lvl-np-sp,NaN,PlanningObject,Level_04,4,Development,rdt0071,/camp-public-1,27-01-2020 00:00,USD,,Pending,6,camp-public-1,NaN,NaN,camp-public-1,l4-parent-p-lvl-np-sp,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,19:57.2,42:44.4
75841abd8-ec32-4261-a676-a08bc7ebe776,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4825-2020,Level_04-#!_1485,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,28-01-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1485,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
75bcca6aa-36c8-44c7-b6aa-5bac13291ad9,936d6a6b-7444-472e-bc27-dc5b65afcedd,c7c26258-dd90-4610-ba8e-9696e1bb974d,PLNR-3320-2020,CMP-IMP-#!-77,NaN,PlanningObject,Campaign,3,Design,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#,29-01-2020 00:00,EUR,,Pending,6,PROGRAM-01-Large-IMP#,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-77,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
75fd4acb7-727a-45ef-8653-c1879e9039a2,936d6a6b-7444-472e-bc27-dc5b65afcedd,0ff4b203-55d5-4868-9c5b-070dcdfeabf7,abcd,New Program 2-1,NaN,PlanningObject,Program,2,Requirements Analysis,rdt0075,/PLN-test-PI_Export,30-01-2020 00:00,USD,,Pending,6,PLN-test-PI_Export,PLN-test-PI_Export,New Program 2-1,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0075,rdt0075,09:41.7,42:44.4
762edaabc-6057-42ff-b6b1-e09f84553cfd,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4927-2020,Level_04-#!_1587,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,31-01-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1587,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
766c7a6dd-3f12-482d-b8c2-65239d6f9999,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-5042-2020,Level_04-#!_1702,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,01-02-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1702,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
767c4a47a-0fa7-42b3-b2cd-dd993d392b70,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3659-2020,Level_04-#!_319,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,02-02-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_319,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
76aadab56-14c3-4d9f-a76c-9c13d078c0dc,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4389-2020,Level_04-#!_1049,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,03-02-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1049,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
76ffba627-22da-49a6-ba09-4168399a5df2,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-5098-2020,Level_04-#!_1758,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,04-02-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1758,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
77326af87-3f52-4745-b697-cdf2853236e4,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3970-2020,Level_04-#!_630,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,05-02-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_630,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
774a3a0d1-cf9d-4eba-98a5-dd98cf07f173,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3427-2020,Level_04-#!_87,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,06-02-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_87,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
77694ac60-6be6-4360-a550-37367e12740f,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e58d725-35be-47f8-a6e5-612e6f448500,Demo-948 3,New Plan 1-Demo-1204-01-update,test-,PlanningObject,Plan,1,Planning,rdt0071,/,07-02-2020 00:00,ADP,25000,Pending,6,NaN,New Plan 1-Demo-1204-01-update,NaN,NaN,NaN,1000,98500,INR,1500,0,0,0,0,rdt0071,rdt0071,22:12.7,42:44.4
778f1a23a-3912-4547-af84-e7c7fee22159,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3686-2020,Level_04-#!_346,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,08-02-2020 00:00,EUR,,Pending,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_346,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7793fa744-d16b-4dd9-860d-178357a8ef2e,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3838-2020,Level_04-#!_498,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,09-02-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_498,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
77a7aa246-65e1-48dc-8c0a-5b2451767262,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,orphan-po-lvl-np-not toggle,orphan-po-lvl-np-not toggle,NaN,PlanningObject,Level_04,4,Development,rdt0071,/,10-02-2020 00:00,USD,,Approved,6,NaN,NaN,NaN,NaN,orphan-po-lvl-np-not toggle,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,50:48.0,42:44.4
77bbba1bc-44a5-4790-acb8-20ac367c1c09,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4049-2020,Level_04-#!_709,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,11-02-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_709,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
783e1a9bc-9117-4604-8be9-47e481560ffd,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3875-2020,Level_04-#!_535,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,12-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_535,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
789caa022-b555-48e7-a8a8-a5895fb6c268,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3746-2020,Level_04-#!_406,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,13-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_406,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
79037a7a5-4ff2-4aef-a045-88638eba51b0,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-5047-2020,Level_04-#!_1707,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,14-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1707,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
79306a17a-8913-4661-becf-f7b49cbe75de,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4151-2020,Level_04-#!_811,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,15-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_811,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7982ea912-df15-4783-a73d-1fb3efb7802e,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4641-2020,Level_04-#!_1301,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,16-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1301,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
79891a9ab-6a34-40e6-83f0-f9d5b696e763,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3689-2020,Level_04-#!_349,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,17-02-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_349,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
79cedafeb-7047-4afc-83ca-952ebe3483d9,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4226-2020,Level_04-#!_886,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,18-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_886,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7a3ffa349-d741-44b9-ae8e-63676a606760,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3700-2020,Level_04-#!_360,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,19-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_360,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7a66aa9df-516f-4412-9b68-1801ee5dabfb,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3853-2020,Level_04-#!_513,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,20-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_513,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7a6a6af1c-99d2-4821-929e-820d1319329e,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3362-2020,Level_04-#!_22,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,21-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_22,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7a750ad42-0c9d-4609-af51-5d910dea41ea,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4025-2020,Level_04-#!_685,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,22-02-2020 00:00,EUR,,Deployed,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_685,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7ac68aa6c-77e5-424d-8d5e-f79b66f96493,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e40b6b1-578c-453a-8966-9eeca4e62f9a,level-07-02 pd 71,New LEVEL_07 02 pd 0071,NaN,PlanningObject,LEVEL_07,7,Operations,rdt0071,/Level 06 perm test 12aug20 pd,23-02-2020 00:00,USD,,Approved,10,Level 06 perm test 12aug20 pd,NaN,NaN,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,31:51.6,42:44.4
7ad54a748-d1db-4f8d-b8bd-dcde78752519,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4552-2020,Level_04-#!_1212,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,24-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1212,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7b081a3c3-4f6a-4bc7-a3bf-f91da78c138e,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e58d725-35be-47f8-a6e5-612e6f448500,1173-918-356,1173-sinakm-Plan-01,NaN,PlanningObject,Plan,1,Planning,rdt0071,/,25-02-2020 00:00,USD,,Approved,10,NaN,1173-sinakm-Plan-01,NaN,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7b0aca62a-44f7-4240-8a62-587318cef04c,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3825-2020,Level_04-#!_485,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,26-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_485,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7b289a3ec-b035-45a7-87f2-9a85db8d9c6a,936d6a6b-7444-472e-bc27-dc5b65afcedd,c7c26258-dd90-4610-ba8e-9696e1bb974d,PLNR-3280-2020,CMP-IMP-#!-37,NaN,PlanningObject,Campaign,3,Design,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#,27-02-2020 00:00,EUR,,Approved,10,PROGRAM-01-Large-IMP#,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-37,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7b378adcf-fa83-4157-9db4-5a464494cd42,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4213-2020,Level_04-#!_873,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,28-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_873,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7b5baaeef-3bba-42a4-9aeb-2852a7578c19,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3537-2020,Level_04-#!_197,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,29-02-2020 00:00,EUR,,Approved,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_197,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7bb9ea6ee-744a-4e40-be43-b7ada8034c0e,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3682-2020,Level_04-#!_342,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,01-03-2020 00:00,EUR,,Pending,10,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_342,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7bf89a4dc-0657-4c5c-997b-350fd37237c4,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4638-2020,Level_04-#!_1298,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,02-03-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1298,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7c15ca254-13ee-4abd-a56e-cba8f8a90c2a,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4236-2020,Level_04-#!_896,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,03-03-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_896,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7c82caada-1e4c-4b25-83d5-9cde2e76cc2e,936d6a6b-7444-472e-bc27-dc5b65afcedd,c7c26258-dd90-4610-ba8e-9696e1bb974d,PLNR-5250-2020,North Carolina - Campaign,Edit1,PlanningObject,Campaign,3,Design,rdt0071,/Contactless Banking promotions,04-03-2020 00:00,USD,,Approved,6,Contactless Banking promotions,NaN,Contactless Banking promotions,North Carolina - Campaign,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7c8fda5bb-3492-4e97-9686-f42f9858be64,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3675-2020,Level_04-#!_335,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,05-03-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_335,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7c943ac9a-f50a-4345-9345-4edcaadcb701,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4780-2020,Level_04-#!_1440,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,06-03-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1440,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7cbdeab55-79b6-4f8a-b90f-09c42bcf6d49,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3801-2020,Level_04-#!_461,NaN,PlanningObject,Level_04,4,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,07-03-2020 00:00,EUR,,Approved,6,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_461,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7d1c0a5a0-9a71-4fa2-ba10-689c3f583ec7,936d6a6b-7444-472e-bc27-dc5b65afcedd,0ff4b203-55d5-4868-9c5b-070dcdfeabf7,AC1138,New Program 18,NaN,PlanningObject,Program,2,Requirements Analysis,rdt0071,/,08-03-2020 00:00,USD,2000,Approved,6,NaN,NaN,New Program 18,NaN,NaN,2000,500,INR,1000,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
7d307a7b1-c7a6-4041-94cf-7ec4a879752e,936d6a6b-7444-472e-bc27-dc5b65afcedd,0ff4b203-55d5-4868-9c5b-070dcdfeabf7,AC1207,New Program 87,NaN,PlanningObject,Program,2,Requirements Analysis,rdt0071,/,09-03-2020 00:00,USD,2000,Approved,6,NaN,NaN,New Program 87,NaN,NaN,2000,500,INR,1000,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
